jobId,employerId,hourlyRate,startTime,endTime,daysToWork,educationRequirement
218,418,10,7:55:00 AM,3:55:00 PM,"[Monday,Wednesday,Friday,Thursday,Sunday]",Low
219,418,18.18255984,8:49:00 AM,4:49:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
220,418,17.75100963,7:08:00 AM,3:08:00 PM,"[Monday,Thursday,Friday,Wednesday,Saturday]",HighSchoolOrCollege
221,418,10,8:05:00 AM,4:05:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
222,418,29.64439324,8:21:00 AM,4:21:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
223,418,11.07706975,8:58:00 AM,4:58:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
224,418,20.36243211,8:36:00 AM,4:36:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
225,419,19.50950312,7:40:00 AM,3:40:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
226,419,21.61601771,7:36:00 AM,3:36:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
227,420,13.24827243,7:47:00 AM,3:47:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
228,420,10,8:01:00 AM,4:01:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
229,420,11.97363835,7:23:00 AM,3:23:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
230,420,13.07795916,7:56:00 AM,3:56:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
231,420,11.05912006,7:58:00 AM,3:58:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
232,421,18.09380957,8:19:00 AM,4:19:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
233,421,26.41976098,7:25:00 AM,3:25:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
234,421,28.68324977,8:25:00 AM,4:25:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
235,421,12.24913899,8:07:00 AM,4:07:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
236,421,13.70369857,7:01:00 AM,3:01:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
237,422,10,8:30:00 AM,4:30:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
238,422,10,8:15:00 AM,4:15:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
239,422,10.89062916,8:56:00 AM,4:56:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
240,422,10,7:27:00 AM,3:27:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
241,422,10.3451614,8:11:00 AM,4:11:00 PM,"[Thursday,Friday,Tuesday,Sunday,Saturday]",HighSchoolOrCollege
242,422,10,8:11:00 AM,4:11:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
243,422,32.84887767,8:22:00 AM,4:22:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
244,422,15.13684024,8:00:00 AM,4:00:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
245,423,10,7:29:00 AM,3:29:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
246,423,10,8:48:00 AM,4:48:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
247,423,19.90488956,7:56:00 AM,3:56:00 PM,"[Monday,Saturday,Wednesday,Friday,Thursday]",HighSchoolOrCollege
248,423,51.08024504,7:40:00 AM,3:40:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
249,423,10,8:10:00 AM,4:10:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
250,423,16.90452446,8:07:00 AM,4:07:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
251,423,18.55594383,7:47:00 AM,3:47:00 PM,"[Sunday,Friday,Saturday,Wednesday,Thursday]",Low
252,423,25.25893507,8:00:00 AM,4:00:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
253,424,17.77436357,8:44:00 AM,4:44:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
254,424,51.41000035,8:19:00 AM,4:19:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
255,424,27.85028719,7:05:00 AM,3:05:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
256,424,41.94053317,7:16:00 AM,3:16:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
257,424,22.88767546,7:10:00 AM,3:10:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
258,425,10,7:55:00 AM,3:55:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
259,425,21.52773395,8:17:00 AM,4:17:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
260,425,10,8:20:00 AM,4:20:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
261,425,10,7:51:00 AM,3:51:00 PM,"[Saturday,Wednesday,Monday,Tuesday,Friday]",Low
262,425,10,7:04:00 AM,3:04:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
263,425,15.31690621,7:38:00 AM,3:38:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
264,426,19.60389291,8:32:00 AM,4:32:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
265,426,59.18794194,8:41:00 AM,4:41:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
266,426,12.7973187,8:13:00 AM,4:13:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
267,426,36.90103646,7:11:00 AM,3:11:00 PM,"[Sunday,Tuesday,Saturday,Wednesday,Friday]",Bachelors
268,426,10,8:07:00 AM,4:07:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
269,427,24.89126778,8:29:00 AM,4:29:00 PM,"[Sunday,Tuesday,Thursday,Saturday,Friday]",HighSchoolOrCollege
270,427,33.24627253,7:43:00 AM,3:43:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
271,427,12.29554675,7:28:00 AM,3:28:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
272,427,10,8:08:00 AM,4:08:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
273,427,26.33143906,8:30:00 AM,4:30:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
274,427,12.02637003,7:23:00 AM,3:23:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
275,427,31.3576635,7:27:00 AM,3:27:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
276,427,10,7:16:00 AM,3:16:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
277,427,25.33781887,8:23:00 AM,4:23:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
278,428,100,8:52:00 AM,4:52:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
279,428,15.76244091,8:25:00 AM,4:25:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
280,428,13.26825807,8:22:00 AM,4:22:00 PM,"[Friday,Tuesday,Thursday,Wednesday,Monday]",HighSchoolOrCollege
281,428,14.18890319,7:10:00 AM,3:10:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
282,428,20.50333212,8:30:00 AM,4:30:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
283,429,18.66686481,8:36:00 AM,4:36:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
284,429,13.73938609,8:55:00 AM,4:55:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
285,429,48.08269343,8:02:00 AM,4:02:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
286,429,81.51855424,8:09:00 AM,4:09:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
287,429,10,7:36:00 AM,3:36:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
288,429,22.84947955,8:43:00 AM,4:43:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
289,430,10,7:32:00 AM,3:32:00 PM,"[Saturday,Tuesday,Friday,Monday,Sunday]",Low
290,430,13.66837207,7:08:00 AM,3:08:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
291,431,10.81783602,7:04:00 AM,3:04:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
292,431,19.37142908,7:44:00 AM,3:44:00 PM,"[Wednesday,Monday,Saturday,Friday,Sunday]",HighSchoolOrCollege
293,432,16.8834079,8:42:00 AM,4:42:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
294,432,10.81648327,8:10:00 AM,4:10:00 PM,"[Tuesday,Thursday,Wednesday,Friday,Sunday]",Low
295,432,10,8:04:00 AM,4:04:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
296,432,15.65748335,7:04:00 AM,3:04:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
297,432,54.29005179,7:44:00 AM,3:44:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
298,432,36.91887251,7:09:00 AM,3:09:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
299,433,11.53631098,7:26:00 AM,3:26:00 PM,"[Friday,Thursday,Monday,Tuesday,Wednesday]",HighSchoolOrCollege
300,433,12.12240798,7:22:00 AM,3:22:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
301,434,13.09514492,8:03:00 AM,4:03:00 PM,"[Monday,Wednesday,Tuesday,Saturday,Sunday]",Low
302,434,15.2155663,8:43:00 AM,4:43:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
303,434,12.76113782,7:54:00 AM,3:54:00 PM,"[Monday,Thursday,Friday,Sunday,Wednesday]",HighSchoolOrCollege
304,434,11.44438258,8:19:00 AM,4:19:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
305,434,27.99249557,8:41:00 AM,4:41:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
306,434,22.07082209,8:31:00 AM,4:31:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
307,434,10,7:57:00 AM,3:57:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
308,434,10,8:12:00 AM,4:12:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
309,435,10,8:39:00 AM,4:39:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
310,435,11.85479842,8:09:00 AM,4:09:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
311,435,11.84070839,8:25:00 AM,4:25:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
312,435,10,7:11:00 AM,3:11:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
313,435,16.23048561,8:09:00 AM,4:09:00 PM,"[Friday,Sunday,Tuesday,Monday,Thursday]",HighSchoolOrCollege
314,435,10.09118544,8:38:00 AM,4:38:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
315,435,19.32688073,8:26:00 AM,4:26:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
316,436,38.26757844,7:23:00 AM,3:23:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
317,436,10,8:19:00 AM,4:19:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
318,436,17.74455157,7:45:00 AM,3:45:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
319,436,22.96911108,8:54:00 AM,4:54:00 PM,"[Thursday,Saturday,Tuesday,Wednesday,Friday]",Low
320,436,46.83589945,7:05:00 AM,3:05:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
321,436,10,8:41:00 AM,4:41:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
322,437,34.1318609,8:19:00 AM,4:19:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
323,437,31.63707136,7:25:00 AM,3:25:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
324,437,23.40156897,7:24:00 AM,3:24:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
325,437,16.19358225,8:10:00 AM,4:10:00 PM,"[Saturday,Sunday,Monday,Friday,Tuesday]",HighSchoolOrCollege
326,437,10.14017107,7:06:00 AM,3:06:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
327,437,10,7:24:00 AM,3:24:00 PM,"[Thursday,Tuesday,Saturday,Sunday,Wednesday]",Low
328,437,16.81327703,7:09:00 AM,3:09:00 PM,"[Sunday,Friday,Wednesday,Monday,Thursday]",Bachelors
329,437,18.81334964,8:29:00 AM,4:29:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
330,437,32.22992734,7:37:00 AM,3:37:00 PM,"[Monday,Saturday,Tuesday,Wednesday,Thursday]",Bachelors
331,438,15.6791341,7:33:00 AM,3:33:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
332,438,19.04367455,8:28:00 AM,4:28:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
333,438,22.16183714,7:24:00 AM,3:24:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
334,438,16.49515315,8:37:00 AM,4:37:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
335,438,10,7:14:00 AM,3:14:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
336,438,29.85905264,8:13:00 AM,4:13:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
337,438,12.0465168,8:07:00 AM,4:07:00 PM,"[Thursday,Tuesday,Friday,Wednesday,Monday]",HighSchoolOrCollege
338,438,15.67008184,7:06:00 AM,3:06:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
339,439,22.20073623,8:04:00 AM,4:04:00 PM,"[Wednesday,Sunday,Friday,Thursday,Monday]",HighSchoolOrCollege
340,439,16.46491019,7:13:00 AM,3:13:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
341,439,10.90699634,8:56:00 AM,4:56:00 PM,"[Friday,Saturday,Thursday,Tuesday,Wednesday]",Low
342,439,33.20281179,7:44:00 AM,3:44:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
343,439,11.67147082,7:22:00 AM,3:22:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
344,439,33.34887238,7:28:00 AM,3:28:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
345,439,36.11095179,7:17:00 AM,3:17:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
346,440,10,8:50:00 AM,4:50:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
347,440,24.19750389,7:54:00 AM,3:54:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
348,440,39.59320197,7:06:00 AM,3:06:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
349,440,15.01810863,8:13:00 AM,4:13:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
350,440,11.89187408,8:26:00 AM,4:26:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
351,440,14.46393771,7:07:00 AM,3:07:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
352,440,10,8:04:00 AM,4:04:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
353,440,18.89213557,8:05:00 AM,4:05:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
354,441,31.56274607,7:25:00 AM,3:25:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
355,441,10,8:26:00 AM,4:26:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
356,441,20.81206796,8:56:00 AM,4:56:00 PM,"[Saturday,Tuesday,Sunday,Friday,Wednesday]",HighSchoolOrCollege
357,441,23.52419907,8:05:00 AM,4:05:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
358,441,24.85076738,8:28:00 AM,4:28:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
359,441,26.18074718,7:21:00 AM,3:21:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
360,441,14.1264925,7:38:00 AM,3:38:00 PM,"[Sunday,Friday,Saturday,Wednesday,Monday]",Bachelors
361,829,54.46114025,8:55:00 AM,4:55:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
362,829,10,8:09:00 AM,4:09:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
363,830,25.87046976,7:40:00 AM,3:40:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
364,830,10,7:38:00 AM,3:38:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
365,830,10,8:03:00 AM,4:03:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
366,830,31.20259885,7:09:00 AM,3:09:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
367,830,33.51998554,7:43:00 AM,3:43:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
368,830,18.16342193,8:06:00 AM,4:06:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
369,831,10,7:55:00 AM,3:55:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
370,831,10,8:52:00 AM,4:52:00 PM,"[Sunday,Friday,Thursday,Wednesday,Tuesday]",HighSchoolOrCollege
371,831,10,8:54:00 AM,4:54:00 PM,"[Friday,Sunday,Wednesday,Monday,Thursday]",Low
372,831,11.7481468,7:44:00 AM,3:44:00 PM,"[Wednesday,Tuesday,Monday,Thursday,Friday]",HighSchoolOrCollege
373,831,17.37388733,7:20:00 AM,3:20:00 PM,"[Tuesday,Friday,Thursday,Sunday,Monday]",Low
374,831,35.16711799,7:40:00 AM,3:40:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
375,831,34.19740479,8:13:00 AM,4:13:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
376,832,10,7:47:00 AM,3:47:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
377,832,10,8:39:00 AM,4:39:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
378,832,13.36058236,8:54:00 AM,4:54:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
379,833,13.88560164,7:45:00 AM,3:45:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
380,833,10,8:04:00 AM,4:04:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
381,833,30.74033183,8:01:00 AM,4:01:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
382,833,14.25414843,8:23:00 AM,4:23:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
383,834,10,8:10:00 AM,4:10:00 PM,"[Thursday,Sunday,Saturday,Friday,Tuesday]",Low
384,834,10,8:54:00 AM,4:54:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
385,834,60.49866012,8:18:00 AM,4:18:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
386,834,12.40969531,8:45:00 AM,4:45:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
387,834,16.14719612,7:29:00 AM,3:29:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
388,834,10,7:42:00 AM,3:42:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
389,834,15.629751,7:45:00 AM,3:45:00 PM,"[Monday,Thursday,Sunday,Wednesday,Saturday]",Bachelors
390,835,11.53529095,8:40:00 AM,4:40:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
391,835,10,8:16:00 AM,4:16:00 PM,"[Thursday,Wednesday,Monday,Tuesday,Sunday]",HighSchoolOrCollege
392,836,19.21671173,7:08:00 AM,3:08:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
393,836,10,8:42:00 AM,4:42:00 PM,"[Saturday,Sunday,Tuesday,Friday,Monday]",HighSchoolOrCollege
394,836,10.92699622,8:31:00 AM,4:31:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
395,837,10,7:50:00 AM,3:50:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
396,837,18.28574289,7:14:00 AM,3:14:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
397,837,10,7:41:00 AM,3:41:00 PM,"[Thursday,Tuesday,Saturday,Sunday,Monday]",Low
398,837,23.13776756,8:08:00 AM,4:08:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
399,837,21.20390947,8:15:00 AM,4:15:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
400,837,10,8:28:00 AM,4:28:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
401,837,20.62052654,8:53:00 AM,4:53:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
402,837,21.49555923,8:52:00 AM,4:52:00 PM,"[Friday,Wednesday,Saturday,Thursday,Tuesday]",Low
403,838,10.85089348,8:45:00 AM,4:45:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
404,838,12.67660364,7:01:00 AM,3:01:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
405,838,14.10841683,8:12:00 AM,4:12:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
406,838,10,7:34:00 AM,3:34:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
407,838,14.24271906,7:22:00 AM,3:22:00 PM,"[Wednesday,Saturday,Thursday,Tuesday,Friday]",HighSchoolOrCollege
408,838,10,8:21:00 AM,4:21:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
409,839,17.57798415,7:47:00 AM,3:47:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
410,839,10,7:17:00 AM,3:17:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
411,839,11.42865148,7:47:00 AM,3:47:00 PM,"[Wednesday,Monday,Tuesday,Saturday,Friday]",HighSchoolOrCollege
412,839,10,7:41:00 AM,3:41:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
413,840,17.24211385,7:14:00 AM,3:14:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
414,840,10.29293017,7:25:00 AM,3:25:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
415,840,17.28455028,7:14:00 AM,3:14:00 PM,"[Monday,Wednesday,Sunday,Thursday,Saturday]",Bachelors
416,840,10,7:50:00 AM,3:50:00 PM,"[Tuesday,Wednesday,Saturday,Monday,Sunday]",HighSchoolOrCollege
417,840,15.65843102,7:19:00 AM,3:19:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
418,840,12.38080346,7:30:00 AM,3:30:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
419,840,10,8:41:00 AM,4:41:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
420,841,30.63223,8:37:00 AM,4:37:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
421,841,10,7:38:00 AM,3:38:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
422,841,10,7:50:00 AM,3:50:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
423,841,12.32831004,8:06:00 AM,4:06:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
424,841,17.10271709,8:37:00 AM,4:37:00 PM,"[Thursday,Tuesday,Saturday,Sunday,Friday]",Bachelors
425,841,10.23425081,7:36:00 AM,3:36:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
426,841,10,8:55:00 AM,4:55:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
427,841,10,7:41:00 AM,3:41:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
428,841,27.75677242,7:18:00 AM,3:18:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
429,842,13.29053554,7:50:00 AM,3:50:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
430,842,13.82274863,7:09:00 AM,3:09:00 PM,"[Friday,Tuesday,Saturday,Thursday,Sunday]",HighSchoolOrCollege
431,842,10,7:35:00 AM,3:35:00 PM,"[Wednesday,Monday,Friday,Saturday,Sunday]",Low
432,842,12.6946618,8:04:00 AM,4:04:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
433,843,10,7:32:00 AM,3:32:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
434,843,50.98016303,7:26:00 AM,3:26:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
435,843,41.38683977,7:56:00 AM,3:56:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
436,843,43.04472079,7:50:00 AM,3:50:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
437,843,10,8:48:00 AM,4:48:00 PM,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
